epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,274.987,1.15241,0.76875,1.09033,0.81264,0.68601,0.78867,0.52351,1.16651,0.77719,1.11676,0.006931,0.006931,0.006931
33,284.258,1.08889,0.74597,1.07001,0.83457,0.67653,0.79251,0.54695,1.08137,0.77573,1.08924,0.006832,0.006832,0.006832
34,292.954,1.11465,0.75988,1.08424,0.83255,0.73103,0.83466,0.60916,0.95563,0.65565,1.01827,0.006733,0.006733,0.006733
35,300.983,1.09636,0.75712,1.08832,0.8451,0.75257,0.84935,0.6229,0.91304,0.62841,1.00034,0.006634,0.006634,0.006634
36,309.933,1.09957,0.75013,1.06542,0.83644,0.74686,0.84081,0.60481,0.9471,0.65087,1.0175,0.006535,0.006535,0.006535
37,317.239,1.07994,0.72591,1.06992,0.83345,0.73304,0.82863,0.58595,1.0103,0.67509,1.03961,0.006436,0.006436,0.006436
38,324.427,1.10176,0.74858,1.07648,0.82679,0.73204,0.82865,0.59525,0.98807,0.66875,1.03316,0.006337,0.006337,0.006337
39,331.98,1.09254,0.74585,1.06436,0.83699,0.74842,0.84632,0.60816,0.98746,0.63542,1.03457,0.006238,0.006238,0.006238
40,341.085,1.10222,0.74264,1.07754,0.83887,0.72809,0.83993,0.59491,1.00236,0.65979,1.03024,0.006139,0.006139,0.006139
41,348.554,1.09566,0.74646,1.08299,0.84145,0.73725,0.84526,0.61021,0.95475,0.64613,1.02061,0.00604,0.00604,0.00604
42,357.108,1.08646,0.73251,1.06352,0.82744,0.73831,0.8346,0.58648,1.02119,0.67115,1.02559,0.005941,0.005941,0.005941
43,365.351,1.09872,0.74639,1.07298,0.83331,0.72457,0.83275,0.58638,1.0211,0.69286,1.04174,0.005842,0.005842,0.005842
44,372.993,1.06559,0.72719,1.06984,0.85466,0.7406,0.84485,0.61349,0.95888,0.65572,1.01286,0.005743,0.005743,0.005743
45,381.604,1.07627,0.73215,1.07393,0.85289,0.73749,0.85058,0.61334,0.9757,0.65219,1.01612,0.005644,0.005644,0.005644
46,390.249,1.05547,0.72716,1.06086,0.85087,0.73375,0.84721,0.62685,0.89748,0.6279,0.9898,0.005545,0.005545,0.005545
47,399.032,1.06721,0.72618,1.05639,0.86036,0.74224,0.85147,0.62431,0.91567,0.62011,0.99355,0.005446,0.005446,0.005446
48,407.316,1.04123,0.71772,1.05856,0.8541,0.75332,0.8544,0.6341,0.88326,0.59699,0.98795,0.005347,0.005347,0.005347
49,415.999,1.03067,0.70297,1.04133,0.85732,0.77458,0.86815,0.63519,0.8828,0.60821,0.97857,0.005248,0.005248,0.005248
50,423.366,1.04258,0.71211,1.04472,0.84551,0.77621,0.86794,0.64038,0.90031,0.59785,0.9863,0.005149,0.005149,0.005149
51,431.148,1.04451,0.70179,1.04426,0.85154,0.77877,0.86913,0.65358,0.85204,0.58849,0.97367,0.00505,0.00505,0.00505
52,438.639,1.0407,0.70909,1.04649,0.85496,0.77131,0.86876,0.65865,0.84391,0.58697,0.96783,0.004951,0.004951,0.004951
53,448.12,1.02288,0.71088,1.04374,0.85887,0.7579,0.86377,0.65296,0.85825,0.58444,0.97188,0.004852,0.004852,0.004852
54,457.289,1.02197,0.70587,1.04347,0.86678,0.77029,0.87182,0.65513,0.87019,0.57538,0.97236,0.004753,0.004753,0.004753
55,464.836,1.02604,0.70061,1.0443,0.84717,0.76439,0.86245,0.6572,0.83912,0.5835,0.96824,0.004654,0.004654,0.004654
56,472.649,1.00872,0.70124,1.05429,0.85774,0.76222,0.86441,0.64906,0.86839,0.5932,0.97796,0.004555,0.004555,0.004555
57,479.87,1.01782,0.7001,1.0484,0.8593,0.7654,0.86581,0.64959,0.86287,0.5876,0.97685,0.004456,0.004456,0.004456
58,487.379,1.00857,0.68846,1.03877,0.85032,0.75777,0.85828,0.64732,0.8694,0.58892,0.98098,0.004357,0.004357,0.004357
59,495.009,1.01324,0.6917,1.04421,0.85235,0.77876,0.87101,0.65015,0.86607,0.58594,0.97653,0.004258,0.004258,0.004258
60,502.645,1.02243,0.70357,1.04794,0.86257,0.76813,0.86886,0.65854,0.84736,0.58285,0.96771,0.004159,0.004159,0.004159
61,510.015,1.00573,0.69391,1.04044,0.84925,0.7688,0.86691,0.64883,0.85962,0.58331,0.96883,0.00406,0.00406,0.00406
62,517.413,0.99624,0.68357,1.03199,0.85215,0.749,0.85873,0.62357,0.93961,0.62093,1.0066,0.003961,0.003961,0.003961
63,524.955,1.00826,0.68808,1.04519,0.86228,0.77003,0.8715,0.65742,0.83944,0.57576,0.96825,0.003862,0.003862,0.003862
64,532.393,1.00234,0.69697,1.04525,0.85413,0.77019,0.86773,0.65618,0.84374,0.57934,0.96665,0.003763,0.003763,0.003763
65,539.47,0.98462,0.68838,1.03135,0.85503,0.78779,0.875,0.66221,0.83659,0.55818,0.95938,0.003664,0.003664,0.003664
66,546.742,0.97651,0.67634,1.02822,0.83756,0.77785,0.8678,0.66022,0.83348,0.57582,0.96241,0.003565,0.003565,0.003565
67,553.815,1.00932,0.70335,1.04458,0.85658,0.76656,0.86962,0.66953,0.80154,0.56522,0.94679,0.003466,0.003466,0.003466
68,560.955,0.97841,0.6802,1.01559,0.86416,0.77819,0.88012,0.6746,0.80071,0.55454,0.94766,0.003367,0.003367,0.003367
69,568.214,0.97048,0.6783,1.02162,0.85989,0.78603,0.8806,0.67986,0.79554,0.53826,0.94656,0.003268,0.003268,0.003268
70,575.459,0.99042,0.67329,1.04448,0.86591,0.77409,0.87676,0.67833,0.79775,0.5465,0.94737,0.003169,0.003169,0.003169
71,584.667,1.01387,0.6814,1.03548,0.85999,0.79357,0.88291,0.67021,0.79528,0.55835,0.94624,0.00307,0.00307,0.00307
72,592.052,0.98596,0.67908,1.03289,0.86826,0.78192,0.88104,0.68125,0.78096,0.54891,0.93885,0.002971,0.002971,0.002971
73,599.329,0.96436,0.66074,1.02578,0.86265,0.78984,0.8855,0.68303,0.79579,0.53917,0.94208,0.002872,0.002872,0.002872
74,607.076,0.99067,0.66901,1.02034,0.86844,0.78979,0.88599,0.68684,0.78272,0.5315,0.93695,0.002773,0.002773,0.002773
75,614.803,0.97326,0.66129,1.01212,0.86133,0.78885,0.88119,0.68806,0.76909,0.52364,0.93335,0.002674,0.002674,0.002674
76,622.442,0.97516,0.66055,1.01353,0.85943,0.77562,0.87468,0.6813,0.77628,0.54479,0.93523,0.002575,0.002575,0.002575
77,629.985,0.93414,0.65373,1.01875,0.85191,0.78473,0.8778,0.68248,0.78067,0.53156,0.93346,0.002476,0.002476,0.002476
78,637.193,0.94037,0.64562,1.00669,0.86097,0.79401,0.88733,0.68916,0.77896,0.52425,0.93455,0.002377,0.002377,0.002377
79,644.408,0.97249,0.67518,1.04254,0.86435,0.78644,0.88423,0.68446,0.78122,0.53322,0.93666,0.002278,0.002278,0.002278
80,651.593,0.94265,0.63995,1.00455,0.86818,0.78668,0.88604,0.68767,0.77534,0.53572,0.93755,0.002179,0.002179,0.002179
81,658.626,0.95575,0.66759,1.01314,0.86734,0.79137,0.88685,0.69121,0.76165,0.52982,0.93355,0.00208,0.00208,0.00208
82,666.304,0.92948,0.65164,1.00081,0.86684,0.78999,0.88779,0.69811,0.74645,0.52731,0.92733,0.001981,0.001981,0.001981
83,674.102,0.95097,0.65011,1.01129,0.87124,0.78396,0.88558,0.69853,0.75092,0.52022,0.9297,0.001882,0.001882,0.001882
84,681.426,0.93205,0.64517,1.01439,0.86965,0.78945,0.89054,0.70174,0.74267,0.51791,0.92298,0.001783,0.001783,0.001783
85,688.562,0.92538,0.63309,0.98923,0.86014,0.79694,0.88853,0.70209,0.73174,0.52467,0.9218,0.001684,0.001684,0.001684
86,696.743,0.92682,0.65087,1.00977,0.86317,0.79667,0.88924,0.70585,0.72378,0.50961,0.91771,0.001585,0.001585,0.001585
87,704.821,0.91593,0.63383,1.00206,0.88122,0.79037,0.89627,0.71317,0.7174,0.49599,0.91376,0.001486,0.001486,0.001486
88,713.808,0.90302,0.62893,1.00165,0.87779,0.79383,0.89484,0.70706,0.73583,0.50062,0.91997,0.001387,0.001387,0.001387
89,721.785,0.92336,0.63054,1.00071,0.87923,0.7955,0.89581,0.71101,0.71589,0.49471,0.91105,0.001288,0.001288,0.001288
90,729.285,0.91939,0.6303,1.01256,0.8808,0.79878,0.89741,0.70887,0.73298,0.49509,0.91724,0.001189,0.001189,0.001189
91,812.36,0.92204,0.64152,1.01431,0.87546,0.80091,0.89522,0.70524,0.74016,0.49948,0.91784,0.00109,0.00109,0.00109
92,820.334,0.89813,0.61721,1.00526,0.87896,0.78767,0.89148,0.70273,0.74057,0.51278,0.91834,0.000991,0.000991,0.000991
93,827.808,0.88052,0.60683,0.99116,0.8697,0.79348,0.88961,0.69813,0.75086,0.51255,0.92321,0.000892,0.000892,0.000892
94,834.962,0.89975,0.62216,1.00633,0.86677,0.79563,0.88994,0.70252,0.73547,0.50475,0.91952,0.000793,0.000793,0.000793
95,842.158,0.8604,0.60907,0.99296,0.87357,0.79814,0.8946,0.70913,0.72241,0.4976,0.91356,0.000694,0.000694,0.000694
96,849.098,0.84695,0.58258,0.97453,0.87539,0.80303,0.89804,0.71033,0.72848,0.49294,0.91211,0.000595,0.000595,0.000595
97,856.089,0.86216,0.58566,0.98375,0.87489,0.80626,0.90044,0.71676,0.71073,0.48652,0.90681,0.000496,0.000496,0.000496
98,864.05,0.84667,0.58213,0.98398,0.88189,0.80134,0.90052,0.71669,0.71085,0.48465,0.90583,0.000397,0.000397,0.000397
99,871.433,0.84101,0.56999,0.96887,0.88115,0.80278,0.90083,0.71848,0.70501,0.48121,0.90482,0.000298,0.000298,0.000298
100,878.573,0.84045,0.57851,0.97374,0.87955,0.80381,0.90066,0.71823,0.70729,0.48035,0.90542,0.000199,0.000199,0.000199
