epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,6976.52,1.34426,1.03953,1.17445,0.78483,0.67062,0.77271,0.51765,1.11022,0.8643,1.05937,0.0007724,0.0007724,0.0007724
33,7191.98,1.31163,0.9966,1.14359,0.77829,0.69153,0.78338,0.52741,1.08195,0.84319,1.04354,0.0007328,0.0007328,0.0007328
34,7400.57,1.31007,0.97524,1.1355,0.77596,0.66934,0.76491,0.50977,1.13631,0.83103,1.06238,0.0006932,0.0006932,0.0006932
35,7673.04,1.31044,0.96213,1.13368,0.79559,0.68143,0.78516,0.53227,1.08885,0.8066,1.04639,0.0006536,0.0006536,0.0006536
36,7865.41,1.3172,0.98182,1.15057,0.78653,0.68452,0.78717,0.53633,1.05854,0.85003,1.03358,0.000614,0.000614,0.000614
37,8085.02,1.26901,0.93526,1.12019,0.79042,0.69064,0.78906,0.5355,1.0706,0.83585,1.04379,0.0005744,0.0005744,0.0005744
38,8301.76,1.29785,0.97078,1.13163,0.80686,0.66963,0.78565,0.53833,1.04617,0.80996,1.03079,0.0005348,0.0005348,0.0005348
39,8487.73,1.24951,0.93319,1.10531,0.80626,0.67062,0.78982,0.5508,1.0209,0.77874,1.01971,0.0004952,0.0004952,0.0004952
40,8674.81,1.24511,0.92053,1.10366,0.80683,0.6937,0.79673,0.54114,1.04761,0.77703,1.02919,0.0004556,0.0004556,0.0004556
41,8867.04,1.26609,1.05084,1.15019,0.78931,0.69255,0.78779,0.51976,1.14854,0.8239,1.08676,0.000416,0.000416,0.000416
42,9019.98,1.21684,0.93989,1.11919,0.76325,0.67661,0.77174,0.52881,1.07468,0.86101,1.04045,0.0003764,0.0003764,0.0003764
43,9220.62,1.19257,0.91414,1.10296,0.75791,0.66429,0.75909,0.53187,1.03628,0.87081,1.02819,0.0003368,0.0003368,0.0003368
44,9417.24,1.19195,0.88576,1.0952,0.8154,0.69192,0.80485,0.55213,1.04247,0.77636,1.02821,0.0002972,0.0002972,0.0002972
45,9619.25,1.1497,0.86558,1.06584,0.81515,0.70135,0.81462,0.56238,1.01819,0.76234,1.0135,0.0002576,0.0002576,0.0002576
46,9819.46,1.11338,0.84391,1.0579,0.80441,0.70488,0.81165,0.57192,0.98294,0.75164,1.00533,0.000218,0.000218,0.000218
47,9997.35,1.12608,0.86221,1.06509,0.79832,0.70913,0.81056,0.57726,0.96852,0.75442,0.99759,0.0001784,0.0001784,0.0001784
48,10183.6,1.09799,0.83436,1.05782,0.81321,0.71869,0.82407,0.58233,0.96019,0.73572,0.99332,0.0001388,0.0001388,0.0001388
49,10372.5,1.09943,0.82458,1.05641,0.81774,0.71742,0.82605,0.58593,0.95136,0.73294,0.98903,9.92e-05,9.92e-05,9.92e-05
50,10551.4,1.0897,0.82523,1.04757,0.81848,0.71092,0.82469,0.5858,0.95551,0.72897,0.99018,5.96e-05,5.96e-05,5.96e-05
