epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,259.218,1.24882,0.87416,1.14568,0.77853,0.69117,0.77604,0.52894,1.08763,0.79813,1.09509,0.005248,0.005248,0.005248
26,266.343,1.29424,0.91262,1.17479,0.78774,0.65752,0.74303,0.46815,1.30799,0.83221,1.17621,0.00505,0.00505,0.00505
27,273.505,1.25205,0.86959,1.15227,0.79171,0.68394,0.781,0.5315,1.09551,0.77226,1.08816,0.004852,0.004852,0.004852
28,280.998,1.20272,0.85397,1.13085,0.79736,0.68067,0.77976,0.53973,1.05841,0.76248,1.08409,0.004654,0.004654,0.004654
29,289.535,1.20783,0.84202,1.13313,0.79068,0.70224,0.78651,0.54052,1.08309,0.76779,1.08428,0.004456,0.004456,0.004456
30,296.554,1.253,0.88124,1.15353,0.79362,0.70404,0.79331,0.5626,1.0166,0.75206,1.06042,0.004258,0.004258,0.004258
31,303.983,1.20107,0.85792,1.13287,0.77156,0.69384,0.77422,0.53924,1.06971,0.79364,1.08876,0.00406,0.00406,0.00406
32,311.427,1.21803,0.85174,1.13183,0.7867,0.68523,0.77567,0.53576,1.10798,0.79554,1.1085,0.003862,0.003862,0.003862
33,318.646,1.18421,0.82337,1.11526,0.80447,0.70557,0.79842,0.55609,1.05579,0.75163,1.08049,0.003664,0.003664,0.003664
34,325.586,1.18128,0.83639,1.12216,0.79223,0.68788,0.78219,0.55749,1.02367,0.73625,1.06317,0.003466,0.003466,0.003466
35,332.689,1.19116,0.8444,1.14116,0.80426,0.7135,0.80562,0.57135,1.00776,0.70919,1.0549,0.003268,0.003268,0.003268
36,339.822,1.20101,0.84618,1.11353,0.80502,0.70701,0.7991,0.55273,1.04423,0.73293,1.07607,0.00307,0.00307,0.00307
37,347.316,1.19438,0.82658,1.1317,0.80125,0.71317,0.80351,0.57318,0.99154,0.7104,1.04581,0.002872,0.002872,0.002872
38,354.652,1.19221,0.83208,1.12116,0.79861,0.71533,0.80186,0.5616,1.02931,0.71249,1.05688,0.002674,0.002674,0.002674
39,361.894,1.19594,0.83845,1.11616,0.81168,0.70511,0.80007,0.5671,1.0126,0.70188,1.04853,0.002476,0.002476,0.002476
40,368.891,1.16606,0.82495,1.11686,0.80627,0.72265,0.81148,0.5894,0.9603,0.68925,1.02876,0.002278,0.002278,0.002278
41,473.177,1.15895,0.8634,1.14671,0.80736,0.71696,0.80667,0.5769,1.01248,0.71481,1.05031,0.00208,0.00208,0.00208
42,480.12,1.11836,0.81115,1.11561,0.81174,0.71293,0.80931,0.58159,0.98264,0.71924,1.03604,0.001882,0.001882,0.001882
43,486.809,1.08003,0.77696,1.10236,0.82373,0.70914,0.81205,0.58475,0.95502,0.68371,1.02622,0.001684,0.001684,0.001684
44,493.951,1.09917,0.79096,1.1221,0.80668,0.7197,0.81058,0.58469,0.96611,0.68104,1.02934,0.001486,0.001486,0.001486
45,500.562,1.06194,0.7684,1.08835,0.8068,0.71416,0.80384,0.59295,0.92731,0.67741,1.00787,0.001288,0.001288,0.001288
46,508.035,1.03223,0.75052,1.06233,0.80263,0.72599,0.812,0.59936,0.91582,0.66071,1.00317,0.00109,0.00109,0.00109
47,514.557,1.02694,0.73794,1.06506,0.81775,0.71991,0.81915,0.60775,0.90017,0.65387,0.99891,0.000892,0.000892,0.000892
48,520.953,1.03222,0.73227,1.06334,0.82373,0.72319,0.82253,0.61327,0.87525,0.65367,0.98955,0.000694,0.000694,0.000694
49,528.49,1.03743,0.7441,1.07172,0.82501,0.72623,0.82611,0.61559,0.87274,0.6524,0.98873,0.000496,0.000496,0.000496
50,535.162,1.02542,0.73057,1.0579,0.82697,0.72697,0.82744,0.6185,0.862,0.6441,0.98424,0.000298,0.000298,0.000298
