epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,180.417,1.09619,0.74982,1.08002,0.82967,0.72838,0.83158,0.58233,1.03016,0.69692,1.04819,0.007921,0.007921,0.007921
23,187.598,1.08087,0.7411,1.08064,0.82189,0.72311,0.81948,0.55701,1.09448,0.71886,1.07792,0.007822,0.007822,0.007822
24,194.765,1.11432,0.76193,1.09214,0.83745,0.73529,0.83007,0.58415,1.00816,0.68894,1.04696,0.007723,0.007723,0.007723
25,202.248,1.08011,0.73171,1.06506,0.81419,0.7282,0.81482,0.57281,1.05111,0.69103,1.06157,0.007624,0.007624,0.007624
26,209.351,1.1281,0.77905,1.09665,0.79086,0.71138,0.79994,0.52702,1.1642,0.78612,1.09319,0.007525,0.007525,0.007525
27,216.517,1.11171,0.75213,1.0813,0.83191,0.71728,0.82442,0.58231,0.99965,0.71224,1.0525,0.007426,0.007426,0.007426
28,222.853,1.06346,0.73532,1.0654,0.81916,0.72189,0.82172,0.57494,1.02556,0.70687,1.05757,0.007327,0.007327,0.007327
29,229.082,1.06307,0.71446,1.05963,0.83137,0.72622,0.82705,0.57722,1.01815,0.71983,1.04462,0.007228,0.007228,0.007228
30,235.353,1.1137,0.76325,1.07459,0.82035,0.71416,0.81531,0.5784,0.99555,0.75564,1.04049,0.007129,0.007129,0.007129
31,241.762,1.09341,0.75135,1.07303,0.83247,0.71828,0.82607,0.58298,0.99088,0.72183,1.04079,0.00703,0.00703,0.00703
32,248.17,1.12619,0.76465,1.08245,0.82619,0.72443,0.82704,0.57495,1.05643,0.71138,1.06561,0.006931,0.006931,0.006931
33,254.529,1.07768,0.73626,1.06299,0.82764,0.73573,0.83044,0.59842,0.97177,0.68055,1.03462,0.006832,0.006832,0.006832
34,260.945,1.07039,0.74443,1.06296,0.84523,0.72946,0.83953,0.61765,0.92093,0.65346,1.008,0.006733,0.006733,0.006733
35,267.281,1.06243,0.73535,1.07119,0.85211,0.73865,0.84867,0.60298,0.97985,0.64918,1.03367,0.006634,0.006634,0.006634
36,273.589,1.07863,0.73434,1.05307,0.84576,0.73807,0.84785,0.61808,0.91048,0.64499,0.99795,0.006535,0.006535,0.006535
37,279.982,1.03621,0.71094,1.05272,0.84733,0.74157,0.84713,0.63247,0.88058,0.61746,0.98878,0.006436,0.006436,0.006436
38,286.259,1.06722,0.71952,1.06095,0.85118,0.736,0.8425,0.62332,0.92039,0.63264,1.00268,0.006337,0.006337,0.006337
39,292.49,1.06234,0.72764,1.05466,0.85666,0.75411,0.85781,0.64086,0.88383,0.60505,0.98587,0.006238,0.006238,0.006238
40,299.076,1.0632,0.71984,1.05846,0.82702,0.7514,0.84579,0.62405,0.92233,0.64002,1.00593,0.006139,0.006139,0.006139
41,305.257,1.07285,0.72888,1.07076,0.82832,0.739,0.83621,0.60708,0.94504,0.65351,1.01787,0.00604,0.00604,0.00604
42,311.547,1.04763,0.72004,1.05377,0.8474,0.74531,0.85018,0.63338,0.8868,0.62801,0.98905,0.005941,0.005941,0.005941
43,317.966,1.06436,0.72653,1.06413,0.83641,0.7417,0.846,0.62059,0.92862,0.63677,1.00902,0.005842,0.005842,0.005842
44,324.136,1.03969,0.70559,1.05744,0.84085,0.75044,0.85299,0.63297,0.89494,0.6069,0.98913,0.005743,0.005743,0.005743
45,330.335,1.03544,0.71458,1.06072,0.85727,0.75519,0.86059,0.63565,0.89526,0.60165,0.98382,0.005644,0.005644,0.005644
46,336.641,1.02217,0.70761,1.04886,0.84758,0.74755,0.84959,0.63281,0.88094,0.61075,0.97558,0.005545,0.005545,0.005545
47,343.065,1.07499,0.72044,1.05311,0.84846,0.77443,0.86823,0.64711,0.89149,0.6004,0.9847,0.005446,0.005446,0.005446
48,349.4,1.03183,0.70531,1.0547,0.86128,0.75605,0.86348,0.64442,0.86185,0.59802,0.97947,0.005347,0.005347,0.005347
49,355.727,1.01524,0.69737,1.03469,0.84724,0.76682,0.8667,0.64941,0.85425,0.60827,0.97635,0.005248,0.005248,0.005248
50,362.064,1.02926,0.70694,1.04222,0.84124,0.7721,0.86622,0.63913,0.90964,0.60612,0.99483,0.005149,0.005149,0.005149
51,368.441,1.01444,0.69278,1.03547,0.84925,0.77184,0.86898,0.65352,0.87249,0.58456,0.98076,0.00505,0.00505,0.00505
52,374.925,1.02347,0.70039,1.03915,0.84691,0.76696,0.86791,0.65139,0.86955,0.58617,0.97621,0.004951,0.004951,0.004951
53,381.62,1.02001,0.71036,1.0401,0.83254,0.76615,0.85611,0.6471,0.85934,0.59668,0.97038,0.004852,0.004852,0.004852
54,388.048,1.01265,0.70491,1.04248,0.85337,0.76169,0.86657,0.65442,0.84533,0.5708,0.96382,0.004753,0.004753,0.004753
55,394.449,1.00741,0.69637,1.03763,0.83474,0.75741,0.8566,0.6532,0.84329,0.58685,0.96631,0.004654,0.004654,0.004654
56,400.631,1.0117,0.7045,1.05627,0.85068,0.76969,0.86482,0.65978,0.84303,0.58118,0.96558,0.004555,0.004555,0.004555
57,406.939,1.02281,0.70123,1.0456,0.85479,0.77273,0.86891,0.65319,0.86104,0.58848,0.96784,0.004456,0.004456,0.004456
58,413.266,1.00797,0.68589,1.03586,0.85029,0.7672,0.86047,0.65233,0.84339,0.58307,0.96449,0.004357,0.004357,0.004357
59,419.502,1.00319,0.69268,1.037,0.86076,0.77629,0.87018,0.65473,0.8521,0.58828,0.9737,0.004258,0.004258,0.004258
60,425.841,1.00452,0.68474,1.04109,0.86863,0.77359,0.87926,0.66335,0.83564,0.56608,0.96353,0.004159,0.004159,0.004159
61,432.074,0.98341,0.6821,1.03165,0.86381,0.77093,0.87574,0.66734,0.82477,0.57153,0.95952,0.00406,0.00406,0.00406
62,438.376,0.98382,0.67483,1.02797,0.85647,0.77601,0.87531,0.6535,0.8685,0.57955,0.97175,0.003961,0.003961,0.003961
63,444.693,0.97546,0.67019,1.02997,0.86401,0.7787,0.87536,0.66224,0.8305,0.56482,0.95869,0.003862,0.003862,0.003862
64,451.183,0.98135,0.67626,1.03439,0.87161,0.77319,0.8816,0.67235,0.81522,0.55759,0.95568,0.003763,0.003763,0.003763
65,457.932,0.96188,0.66152,1.0229,0.86291,0.7943,0.88423,0.6761,0.79817,0.54334,0.95042,0.003664,0.003664,0.003664
66,464.392,0.94907,0.65361,1.01543,0.86055,0.78658,0.88198,0.67833,0.79404,0.5523,0.9452,0.003565,0.003565,0.003565
67,470.853,0.97868,0.68494,1.02939,0.86445,0.77172,0.87412,0.67127,0.80207,0.55278,0.94533,0.003466,0.003466,0.003466
68,477.575,0.95762,0.6643,1.00508,0.8555,0.7788,0.87349,0.67005,0.79649,0.56688,0.94458,0.003367,0.003367,0.003367
69,483.762,0.9455,0.6628,1.01321,0.86783,0.78071,0.8823,0.68611,0.77763,0.53597,0.9404,0.003268,0.003268,0.003268
70,490.281,0.97015,0.65959,1.03482,0.86951,0.78714,0.88375,0.66899,0.82761,0.54769,0.95213,0.003169,0.003169,0.003169
71,496.792,1.0026,0.66959,1.02824,0.87289,0.79511,0.88952,0.68643,0.78067,0.54039,0.93577,0.00307,0.00307,0.00307
72,503.449,0.97876,0.66949,1.02834,0.87556,0.79071,0.889,0.69215,0.76104,0.53225,0.93061,0.002971,0.002971,0.002971
73,510.022,0.94254,0.64771,1.01703,0.86423,0.79846,0.88678,0.68437,0.789,0.53654,0.94118,0.002872,0.002872,0.002872
74,516.64,0.98209,0.65707,1.01522,0.86313,0.80169,0.89189,0.68753,0.78838,0.53566,0.9356,0.002773,0.002773,0.002773
75,523.31,0.96219,0.65523,1.00881,0.87218,0.78586,0.88537,0.68964,0.77123,0.52788,0.93203,0.002674,0.002674,0.002674
76,529.796,0.96599,0.65268,1.00865,0.85518,0.79002,0.88333,0.68903,0.76909,0.53404,0.93205,0.002575,0.002575,0.002575
77,536.467,0.91621,0.64541,1.01272,0.85847,0.78999,0.88122,0.68307,0.78235,0.52891,0.93539,0.002476,0.002476,0.002476
78,543.093,0.93369,0.63788,1.00419,0.86293,0.80043,0.89291,0.69742,0.76201,0.51721,0.92485,0.002377,0.002377,0.002377
79,549.737,0.96025,0.66023,1.03458,0.875,0.78829,0.89073,0.69466,0.76028,0.52059,0.92463,0.002278,0.002278,0.002278
80,556.286,0.92551,0.63004,0.99615,0.87576,0.80002,0.89483,0.69936,0.74787,0.51682,0.92481,0.002179,0.002179,0.002179
81,563.482,0.94902,0.65648,1.00811,0.88366,0.79669,0.8958,0.69955,0.7543,0.51448,0.92731,0.00208,0.00208,0.00208
82,570.212,0.91887,0.64003,0.9968,0.8828,0.80041,0.89653,0.70545,0.73883,0.50925,0.92221,0.001981,0.001981,0.001981
83,577.009,0.9286,0.63543,1.00183,0.88022,0.79638,0.89431,0.71044,0.7291,0.50284,0.91819,0.001882,0.001882,0.001882
84,583.571,0.90861,0.62391,1.00455,0.8718,0.80471,0.89717,0.71191,0.72377,0.49445,0.91369,0.001783,0.001783,0.001783
85,589.911,0.90387,0.61632,0.98076,0.87365,0.80438,0.89708,0.71335,0.71831,0.49705,0.91401,0.001684,0.001684,0.001684
86,596.562,0.91197,0.63589,1.00372,0.88042,0.80348,0.90062,0.71488,0.71953,0.49555,0.9136,0.001585,0.001585,0.001585
87,603.266,0.90095,0.62233,0.99539,0.87301,0.80825,0.89786,0.7146,0.71313,0.49378,0.9117,0.001486,0.001486,0.001486
88,610.097,0.89021,0.62104,0.99543,0.87512,0.80706,0.90016,0.7126,0.72576,0.49,0.91526,0.001387,0.001387,0.001387
89,616.704,0.91944,0.62177,0.99865,0.87291,0.80521,0.89736,0.71472,0.70874,0.49048,0.90944,0.001288,0.001288,0.001288
90,623.198,0.90843,0.62265,1.00766,0.87549,0.81246,0.90025,0.7137,0.72253,0.48825,0.91544,0.001189,0.001189,0.001189
91,716.724,0.90791,0.63021,1.00553,0.86833,0.81058,0.89769,0.70895,0.73526,0.49426,0.91559,0.00109,0.00109,0.00109
92,724.098,0.8948,0.60424,1.00594,0.87687,0.79353,0.89434,0.70959,0.72805,0.50352,0.91327,0.000991,0.000991,0.000991
93,731.255,0.87184,0.59729,0.98715,0.87881,0.79052,0.89208,0.70135,0.7456,0.50683,0.91901,0.000892,0.000892,0.000892
94,738.576,0.88871,0.61232,1.00043,0.87955,0.78957,0.89157,0.70702,0.72617,0.50529,0.91609,0.000793,0.000793,0.000793
95,745.328,0.85408,0.59863,0.99018,0.87732,0.80166,0.89801,0.71375,0.71705,0.49393,0.91065,0.000694,0.000694,0.000694
96,752.273,0.84133,0.57105,0.97253,0.87597,0.81284,0.90289,0.71711,0.7202,0.48582,0.90852,0.000595,0.000595,0.000595
97,759.419,0.84734,0.57805,0.97694,0.88012,0.80979,0.90335,0.72054,0.70592,0.48247,0.90445,0.000496,0.000496,0.000496
98,766.482,0.836,0.56972,0.97873,0.87885,0.80877,0.90402,0.72109,0.70602,0.4792,0.90366,0.000397,0.000397,0.000397
99,773.604,0.82279,0.56061,0.96105,0.88024,0.8105,0.90464,0.72476,0.69604,0.47343,0.90105,0.000298,0.000298,0.000298
100,780.565,0.83073,0.56873,0.96955,0.88155,0.80917,0.90509,0.72433,0.69865,0.47183,0.90145,0.000199,0.000199,0.000199
