epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,191.349,1.51969,1.10315,1.30368,0.73938,0.58609,0.66338,0.39761,1.41209,1.07467,1.29934,0.008119,0.008119,0.008119
21,199.207,1.52358,1.11923,1.31433,0.7065,0.54757,0.62495,0.3742,1.45969,1.19034,1.34473,0.00802,0.00802,0.00802
22,207.789,1.49615,1.08465,1.29096,0.71773,0.58983,0.66056,0.37383,1.55577,1.18429,1.41094,0.007921,0.007921,0.007921
23,214.925,1.50385,1.09277,1.31182,0.7388,0.60635,0.69318,0.43076,1.31749,1.01202,1.23325,0.007822,0.007822,0.007822
24,222.318,1.48427,1.0804,1.29934,0.75144,0.61363,0.69367,0.42212,1.36529,0.98647,1.26381,0.007723,0.007723,0.007723
25,229.843,1.44765,1.03706,1.26066,0.75171,0.57652,0.66231,0.38499,1.51803,1.04038,1.34901,0.007624,0.007624,0.007624
26,236.965,1.48992,1.08337,1.29417,0.73802,0.58332,0.6578,0.38161,1.50499,1.04811,1.33224,0.007525,0.007525,0.007525
27,244.206,1.49421,1.0576,1.28744,0.74264,0.59324,0.67985,0.39401,1.45485,1.09642,1.31344,0.007426,0.007426,0.007426
28,251.921,1.43816,1.0344,1.25693,0.72636,0.61086,0.69226,0.41445,1.38795,1.0287,1.26713,0.007327,0.007327,0.007327
29,259.436,1.41847,1.00313,1.253,0.7164,0.59823,0.67728,0.413,1.38512,1.04899,1.26675,0.007228,0.007228,0.007228
30,267.011,1.43911,1.03906,1.25913,0.74061,0.62529,0.70143,0.42739,1.35235,1.0168,1.25474,0.007129,0.007129,0.007129
31,274.973,1.41151,1.01899,1.24565,0.7405,0.60766,0.68907,0.44265,1.27182,1.00066,1.21604,0.00703,0.00703,0.00703
32,282.504,1.438,1.02615,1.24959,0.76255,0.62556,0.70518,0.4236,1.38637,1.00116,1.27092,0.006931,0.006931,0.006931
33,289.999,1.42153,0.98689,1.24386,0.77257,0.62673,0.71322,0.43109,1.36051,0.94881,1.25542,0.006832,0.006832,0.006832
34,297.234,1.40256,1.01618,1.242,0.74324,0.621,0.70142,0.44413,1.29914,0.93737,1.2276,0.006733,0.006733,0.006733
35,304.717,1.40805,1.01059,1.25535,0.75789,0.62596,0.70872,0.44982,1.2681,0.97135,1.22241,0.006634,0.006634,0.006634
36,312.229,1.42222,1.02301,1.22904,0.75961,0.66919,0.74641,0.49221,1.17367,0.90373,1.16072,0.006535,0.006535,0.006535
37,319.554,1.36149,0.97941,1.2249,0.74956,0.63502,0.72081,0.47721,1.20062,0.89494,1.17135,0.006436,0.006436,0.006436
38,326.756,1.38519,0.98376,1.2288,0.76747,0.66604,0.74391,0.49402,1.18345,0.85949,1.15247,0.006337,0.006337,0.006337
39,334.394,1.37696,0.99262,1.22221,0.76282,0.66916,0.74812,0.48707,1.21468,0.88947,1.17357,0.006238,0.006238,0.006238
40,341.671,1.40471,0.99733,1.23566,0.75071,0.62608,0.70961,0.43645,1.37718,0.93387,1.26005,0.006139,0.006139,0.006139
41,348.795,1.39991,1.00088,1.24732,0.77054,0.64227,0.7232,0.46627,1.21864,0.8811,1.17749,0.00604,0.00604,0.00604
42,356.31,1.35048,0.9656,1.21196,0.78314,0.65132,0.74065,0.4805,1.22408,0.87317,1.1645,0.005941,0.005941,0.005941
43,363.557,1.37094,0.98709,1.22524,0.76993,0.65642,0.73997,0.48608,1.20951,0.85003,1.16313,0.005842,0.005842,0.005842
44,371.139,1.34569,0.95703,1.21613,0.77841,0.66816,0.75508,0.49964,1.17203,0.83686,1.15119,0.005743,0.005743,0.005743
45,378.653,1.34017,0.97206,1.21709,0.7766,0.65505,0.74323,0.4909,1.19628,0.8695,1.15852,0.005644,0.005644,0.005644
46,386.145,1.33274,0.97651,1.2073,0.77756,0.63665,0.74346,0.49689,1.15912,0.8818,1.14525,0.005545,0.005545,0.005545
47,393.322,1.35346,0.96469,1.20199,0.73855,0.67176,0.73134,0.44258,1.20254,0.97852,1.16399,0.005446,0.005446,0.005446
48,400.635,1.32999,0.96547,1.2164,0.75908,0.66563,0.74485,0.48713,1.17053,0.91744,1.15192,0.005347,0.005347,0.005347
49,407.803,1.30212,0.94311,1.18802,0.76837,0.65996,0.74715,0.49699,1.14365,0.91229,1.13883,0.005248,0.005248,0.005248
50,414.871,1.30765,0.9363,1.19292,0.77839,0.66981,0.75294,0.49208,1.19797,0.86089,1.15694,0.005149,0.005149,0.005149
51,422.08,1.30145,0.92852,1.17779,0.77449,0.66541,0.75034,0.49815,1.14602,0.84476,1.12786,0.00505,0.00505,0.00505
52,429.384,1.32257,0.95664,1.19058,0.77089,0.63942,0.73793,0.49046,1.19072,0.85905,1.14125,0.004951,0.004951,0.004951
53,436.723,1.30727,0.94747,1.18459,0.78151,0.67443,0.76311,0.51467,1.12885,0.81235,1.11262,0.004852,0.004852,0.004852
54,444.369,1.29875,0.93664,1.18289,0.76728,0.66673,0.75849,0.51444,1.13595,0.80884,1.13047,0.004753,0.004753,0.004753
55,451.644,1.30172,0.92589,1.18478,0.76406,0.65523,0.74544,0.49866,1.18214,0.83123,1.16103,0.004654,0.004654,0.004654
56,458.742,1.30762,0.94549,1.21103,0.7682,0.68109,0.75681,0.50064,1.17596,0.8266,1.16026,0.004555,0.004555,0.004555
57,465.962,1.31703,0.93874,1.20415,0.78813,0.67467,0.76304,0.51153,1.15816,0.79427,1.12982,0.004456,0.004456,0.004456
58,473.631,1.29595,0.92803,1.18514,0.76757,0.64787,0.73275,0.50071,1.13392,0.84692,1.1178,0.004357,0.004357,0.004357
59,481.483,1.2832,0.91423,1.18098,0.77339,0.66502,0.75053,0.49902,1.17801,0.82579,1.1365,0.004258,0.004258,0.004258
60,488.644,1.30178,0.92255,1.1875,0.76716,0.64499,0.73507,0.49099,1.19503,0.837,1.14319,0.004159,0.004159,0.004159
61,496.048,1.25946,0.90126,1.16948,0.77963,0.66489,0.75018,0.5035,1.18928,0.8224,1.16439,0.00406,0.00406,0.00406
62,503.391,1.23617,0.88647,1.15816,0.80646,0.69034,0.78314,0.538,1.09625,0.75503,1.10485,0.003961,0.003961,0.003961
63,511.004,1.22628,0.89673,1.16275,0.80095,0.69248,0.78537,0.54818,1.04468,0.75738,1.07262,0.003862,0.003862,0.003862
64,518.524,1.2626,0.90786,1.17323,0.79457,0.68415,0.78097,0.535,1.07915,0.78355,1.0922,0.003763,0.003763,0.003763
65,526.135,1.23269,0.88675,1.15454,0.7903,0.69931,0.78089,0.53697,1.07923,0.76732,1.09278,0.003664,0.003664,0.003664
66,534.613,1.22809,0.88674,1.15537,0.78743,0.69129,0.77692,0.52834,1.10869,0.77496,1.1042,0.003565,0.003565,0.003565
67,541.757,1.26259,0.90412,1.17585,0.79502,0.69524,0.7823,0.53054,1.0944,0.76015,1.0927,0.003466,0.003466,0.003466
68,548.993,1.22322,0.87997,1.13188,0.79519,0.69421,0.78359,0.5461,1.04348,0.75708,1.07529,0.003367,0.003367,0.003367
69,556.68,1.2154,0.88382,1.14303,0.78974,0.69928,0.78694,0.56339,0.99186,0.74737,1.05273,0.003268,0.003268,0.003268
70,563.951,1.22932,0.87984,1.16608,0.80325,0.69715,0.79169,0.56017,1.01061,0.73782,1.05966,0.003169,0.003169,0.003169
71,571.232,1.24591,0.87819,1.1502,0.79834,0.70291,0.7936,0.56116,1.00235,0.7529,1.05568,0.00307,0.00307,0.00307
72,578.694,1.21263,0.86965,1.14661,0.8063,0.69097,0.79174,0.55329,1.01963,0.72974,1.06177,0.002971,0.002971,0.002971
73,585.999,1.18629,0.84685,1.14011,0.80758,0.69204,0.7945,0.56176,0.99143,0.72447,1.04501,0.002872,0.002872,0.002872
74,593.271,1.21005,0.85133,1.1333,0.80555,0.69378,0.78977,0.5618,1.01419,0.71896,1.05506,0.002773,0.002773,0.002773
75,600.859,1.20321,0.85531,1.12199,0.8087,0.69239,0.79192,0.56925,0.98212,0.72564,1.04153,0.002674,0.002674,0.002674
76,608.33,1.20834,0.85299,1.11959,0.80198,0.70758,0.79911,0.56796,0.99159,0.73431,1.04112,0.002575,0.002575,0.002575
77,615.479,1.15416,0.84921,1.12993,0.78891,0.69179,0.78633,0.57212,0.95799,0.72965,1.03468,0.002476,0.002476,0.002476
78,623.249,1.17483,0.84775,1.12392,0.80359,0.71009,0.79956,0.57571,0.97659,0.70674,1.04261,0.002377,0.002377,0.002377
79,631.049,1.19919,0.86634,1.15861,0.79801,0.71642,0.80591,0.5767,0.97508,0.72657,1.03994,0.002278,0.002278,0.002278
80,638.96,1.17427,0.82791,1.1156,0.81191,0.7103,0.80272,0.57558,0.98005,0.7166,1.03705,0.002179,0.002179,0.002179
81,646.557,1.18856,0.85523,1.12596,0.81226,0.71479,0.80838,0.58933,0.93457,0.69713,1.01798,0.00208,0.00208,0.00208
82,654.327,1.1393,0.84025,1.10297,0.80251,0.72856,0.81107,0.56946,1.00507,0.72045,1.0402,0.001981,0.001981,0.001981
83,661.666,1.1664,0.83436,1.11502,0.79927,0.71521,0.80693,0.58978,0.938,0.69093,1.02206,0.001882,0.001882,0.001882
84,668.76,1.13381,0.81042,1.10869,0.81049,0.70352,0.80571,0.58258,0.96637,0.69979,1.03147,0.001783,0.001783,0.001783
85,675.931,1.12204,0.79971,1.08032,0.80844,0.70931,0.8082,0.58994,0.94055,0.68442,1.02365,0.001684,0.001684,0.001684
86,683.542,1.11434,0.80263,1.10233,0.80606,0.71556,0.81183,0.5954,0.9208,0.68195,1.01507,0.001585,0.001585,0.001585
87,691.155,1.11584,0.8099,1.10095,0.81541,0.69991,0.80584,0.58885,0.95431,0.69138,1.03298,0.001486,0.001486,0.001486
88,698.52,1.10348,0.81023,1.0989,0.81746,0.70172,0.80903,0.60181,0.90579,0.6757,1.0082,0.001387,0.001387,0.001387
89,705.923,1.12198,0.79602,1.09776,0.8224,0.70273,0.81373,0.59865,0.91824,0.67111,1.01243,0.001288,0.001288,0.001288
90,713.377,1.11861,0.80875,1.1149,0.81893,0.70971,0.81674,0.59873,0.91297,0.66718,1.00913,0.001189,0.001189,0.001189
91,806.036,1.11958,0.86425,1.11583,0.81022,0.70545,0.80873,0.59286,0.94172,0.69097,1.01978,0.00109,0.00109,0.00109
92,815.126,1.12954,0.82155,1.12772,0.81145,0.70907,0.81018,0.58704,0.96833,0.70731,1.03166,0.000991,0.000991,0.000991
93,822.742,1.09624,0.79689,1.10539,0.80726,0.71072,0.81,0.58541,0.96264,0.70793,1.0272,0.000892,0.000892,0.000892
94,829.988,1.11165,0.80739,1.12251,0.81401,0.71002,0.80989,0.58961,0.93438,0.69675,1.01817,0.000793,0.000793,0.000793
95,837.115,1.06009,0.78598,1.1006,0.80225,0.72112,0.81088,0.59333,0.92761,0.67926,1.01943,0.000694,0.000694,0.000694
96,844.166,1.05291,0.75113,1.08687,0.79748,0.71695,0.80905,0.59734,0.89999,0.67811,1.00044,0.000595,0.000595,0.000595
97,851.083,1.04957,0.75271,1.08085,0.79834,0.72146,0.81146,0.60109,0.89568,0.67014,0.99798,0.000496,0.000496,0.000496
98,858.222,1.02573,0.75009,1.0779,0.81061,0.72265,0.8144,0.61116,0.87043,0.65815,0.98971,0.000397,0.000397,0.000397
99,865.332,1.02396,0.74031,1.0626,0.81186,0.72603,0.81796,0.61411,0.86948,0.6532,0.98847,0.000298,0.000298,0.000298
100,873.198,1.02249,0.74374,1.06952,0.81485,0.72721,0.81939,0.61416,0.86591,0.65191,0.98552,0.000199,0.000199,0.000199
