epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,434.5,1.01502,0.69344,1.045,0.84988,0.77426,0.86767,0.66257,0.83142,0.5627,0.96477,0.002344,0.002344,0.002344
60,441.696,1.02783,0.70304,1.04727,0.86404,0.78459,0.87937,0.66219,0.84144,0.55939,0.9607,0.002212,0.002212,0.002212
61,448.673,1.00484,0.6921,1.03978,0.85137,0.77532,0.8702,0.67194,0.7946,0.55333,0.94752,0.00208,0.00208,0.00208
62,455.884,0.98493,0.68256,1.03338,0.86266,0.77104,0.87446,0.67453,0.79638,0.55117,0.94686,0.001948,0.001948,0.001948
63,463.124,0.99219,0.68731,1.03806,0.84917,0.78155,0.87625,0.67494,0.7961,0.54929,0.94539,0.001816,0.001816,0.001816
64,470.101,0.99735,0.69922,1.03742,0.84382,0.7803,0.87478,0.67294,0.79555,0.55124,0.94316,0.001684,0.001684,0.001684
65,477.091,0.96383,0.67431,1.02248,0.85447,0.77458,0.87395,0.678,0.77066,0.54295,0.93794,0.001552,0.001552,0.001552
66,561.025,1.00195,0.70647,1.06098,0.84864,0.76907,0.8682,0.66476,0.82231,0.55595,0.95998,0.00142,0.00142,0.00142
67,568.677,0.98284,0.67657,1.02588,0.84888,0.76575,0.86259,0.65233,0.84841,0.58035,0.96992,0.001288,0.001288,0.001288
68,575.913,0.93365,0.64793,1.01757,0.84467,0.77434,0.86641,0.66562,0.80516,0.5688,0.95201,0.001156,0.001156,0.001156
69,583.222,0.92232,0.64318,1.01796,0.85293,0.77293,0.87183,0.67002,0.79901,0.55011,0.94869,0.001024,0.001024,0.001024
70,590.392,0.92716,0.64433,1.01627,0.8541,0.76731,0.86832,0.67204,0.78653,0.55005,0.94147,0.000892,0.000892,0.000892
71,597.236,0.91381,0.63783,1.00732,0.8434,0.78182,0.87215,0.67713,0.77746,0.54005,0.93707,0.00076,0.00076,0.00076
72,604.415,0.9132,0.62933,0.99853,0.84521,0.78234,0.87573,0.68012,0.77372,0.53705,0.93486,0.000628,0.000628,0.000628
73,611.48,0.91679,0.63724,1.00186,0.85448,0.77548,0.87596,0.68238,0.7688,0.53441,0.93347,0.000496,0.000496,0.000496
74,618.539,0.9029,0.63173,1.0053,0.85827,0.77744,0.8783,0.68607,0.75645,0.52896,0.92926,0.000364,0.000364,0.000364
75,626.691,0.8953,0.62118,0.99149,0.8588,0.7816,0.87952,0.68813,0.75285,0.52701,0.92794,0.000232,0.000232,0.000232
